WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
12,24-Nov,@KC,W 41-38,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2013
13,1-Dec,CIN,L 10-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2013
14,8-Dec,NYG,W 37-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2013
15,12-Dec,@DEN,W 27-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2013
16,22-Dec,OAK,W 26-13,1,1,1,5,5,5,0,--,--,--,--,--,--,--, John Phillips,2013
1,5-Sep,@NYG,W 24-17,1,0,1,6,6,6,0,--,--,--,--,--,--,--, John Phillips,2012
2,16-Sep,@SEA,L 7-27,1,1,2,16,8,9,0,--,--,--,--,--,--,--, John Phillips,2012
3,23-Sep,TB,W 16-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
4,1-Oct,CHI,L 18-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
5,Bye,,,,,,,,,,,,,,,,, John Phillips,2012
6,14-Oct,@BAL,L 29-31,1,0,1,19,19,19,0,--,--,--,--,--,--,--, John Phillips,2012
7,21-Oct,@CAR,W 19-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
8,28-Oct,NYG,L 24-29,1,1,3,14,4.7,8,1,--,--,--,--,--,--,--, John Phillips,2012
9,4-Nov,@ATL,L 13-19,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
10,11-Nov,@PHI,W 38-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
11,18-Nov,CLE,W 23-20,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
12,22-Nov,WAS,L 31-38,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
13,2-Dec,PHI,W 38-33,1,0,1,0,0,0,0,--,--,--,--,--,--,--, John Phillips,2012
14,9-Dec,@CIN,W 20-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
15,16-Dec,PIT,W 27-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
16,23-Dec,NO,L 31-34,1,1,0,0,--,--,0,--,--,--,--,--,--,--, John Phillips,2012
17,30-Dec,@WAS,L 18-28,1,1,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2012
1,11-Sep,@NYJ,L 24-27,1,1,2,19,9.5,12,0,--,--,--,--,--,--,--, John Phillips,2011
2,18-Sep,@SF,W 27-24,1,1,1,8,8,8,0,--,--,--,--,--,--,--, John Phillips,2011
3,26-Sep,WAS,W 18-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
4,2-Oct,DET,L 30-34,1,1,3,8,2.7,4,0,--,--,--,--,--,--,--, John Phillips,2011
5,Bye,,,,,,,,,,,,,,,,, John Phillips,2011
6,16-Oct,@NE,L 16-20,1,1,1,7,7,7,0,--,--,--,--,--,--,--, John Phillips,2011
7,23-Oct,STL,W 34-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
8,30-Oct,@PHI,L 7-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
9,6-Nov,SEA,W 23-13,1,1,0,0,--,--,0,--,--,--,--,--,--,--, John Phillips,2011
10,13-Nov,BUF,W 44-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
11,20-Nov,@WAS,W 27-24,1,0,1,9,9,9,0,--,--,--,--,--,--,--, John Phillips,2011
12,24-Nov,MIA,W 20-19,1,1,2,16,8,12,0,--,--,--,--,--,--,--, John Phillips,2011
13,4-Dec,@ARI,L 13-19,1,1,4,22,5.5,9,0,--,--,--,--,--,--,--, John Phillips,2011
14,11-Dec,NYG,L 34-37,1,0,1,12,12,12T,1,--,--,--,--,--,--,--, John Phillips,2011
15,17-Dec,@TB,W 31-15,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
16,24-Dec,PHI,L 7-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
17,1-Jan,@NYG,L 14-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, John Phillips,2011
1,7-Sep,CIN,L 16-23,1,1,10,83,8.3,23,0,--,--,--,--,--,--,--, Dennis Pitta,2014
2,11-Sep,PIT,W 26-6,1,1,3,30,10,24,0,--,--,--,--,--,--,--, Dennis Pitta,2014
3,21-Sep,@CLE,W 23-21,1,1,3,12,4,9,0,--,--,--,--,--,--,--, Dennis Pitta,2014
14,8-Dec,MIN,W 29-26,1,0,6,48,8,18,1,--,--,--,--,--,--,--, Dennis Pitta,2013
15,16-Dec,@DET,W 18-16,1,0,2,24,12,15,0,--,--,--,--,--,--,--, Dennis Pitta,2013
16,22-Dec,NE,L 7-41,1,0,4,34,8.5,15,0,--,--,--,--,--,--,--, Dennis Pitta,2013
17,29-Dec,@CIN,L 17-34,1,1,8,63,7.9,11,0,--,--,--,--,--,--,--, Dennis Pitta,2013
1,10-Sep,CIN,W 44-13,1,1,5,73,14.6,25,1,--,--,--,--,--,--,--, Dennis Pitta,2012
2,16-Sep,@PHI,L 23-24,1,1,8,65,8.1,16,0,--,--,--,--,--,--,--, Dennis Pitta,2012
3,23-Sep,NE,W 31-30,1,0,5,50,10,20T,1,--,--,--,--,--,--,--, Dennis Pitta,2012
4,27-Sep,CLE,W 23-16,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Dennis Pitta,2012
5,7-Oct,@KC,W 9-6,1,0,3,22,7.3,11,0,--,--,--,--,--,--,--, Dennis Pitta,2012
6,14-Oct,DAL,W 31-29,1,0,4,33,8.3,9,0,--,--,--,--,--,--,--, Dennis Pitta,2012
7,21-Oct,@HOU,L 13-43,1,0,5,33,6.6,9,0,--,--,--,--,--,--,--, Dennis Pitta,2012
8,Bye,,,,,,,,,,,,,,,,, Dennis Pitta,2012
9,4-Nov,@CLE,W 25-15,1,0,2,33,16.5,27,0,--,--,--,--,--,--,--, Dennis Pitta,2012
10,11-Nov,OAK,W 55-20,1,0,5,67,13.4,26,1,--,--,--,--,--,--,--, Dennis Pitta,2012
11,18-Nov,@PIT,W 13-10,1,0,1,5,5,5,0,--,--,--,--,--,--,--, Dennis Pitta,2012
12,25-Nov,@SD,W 16-13,1,0,6,42,7,16,1,--,--,--,--,--,--,--, Dennis Pitta,2012
13,2-Dec,PIT,L 20-23,1,0,1,19,19,19,0,--,--,--,--,--,--,--, Dennis Pitta,2012
14,9-Dec,@WAS,L 28-31,1,1,5,46,9.2,14T,1,--,--,--,--,--,--,--, Dennis Pitta,2012
15,16-Dec,DEN,L 17-34,1,1,7,125,17.9,61T,2,--,--,--,--,--,--,--, Dennis Pitta,2012
16,23-Dec,NYG,W 33-14,1,0,4,56,14,36,0,--,--,--,--,--,--,--, Dennis Pitta,2012
17,30-Dec,@CIN,L 17-23,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Dennis Pitta,2012
1,11-Sep,PIT,W 35-7,1,0,2,45,22.5,29,0,--,--,--,--,--,--,--, Dennis Pitta,2011
2,18-Sep,@TEN,L 13-26,1,1,2,24,12,16,0,--,--,--,--,--,--,--, Dennis Pitta,2011
3,25-Sep,@STL,W 37-7,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Dennis Pitta,2011
4,2-Oct,NYJ,W 34-17,1,0,1,14,14,14,0,--,--,--,--,--,--,--, Dennis Pitta,2011
5,Bye,,,,,,,,,,,,,,,,, Dennis Pitta,2011
6,16-Oct,HOU,W 29-14,1,0,2,9,4.5,6,0,--,--,--,--,--,--,--, Dennis Pitta,2011
7,24-Oct,@JAC,L 7-12,1,0,3,13,4.3,15,0,--,--,--,--,--,--,--, Dennis Pitta,2011
8,30-Oct,ARI,W 30-27,1,0,6,44,7.3,12,0,--,--,--,--,--,--,--, Dennis Pitta,2011
9,6-Nov,@PIT,W 23-20,1,0,5,46,9.2,23,0,--,--,--,--,--,--,--, Dennis Pitta,2011
10,13-Nov,@SEA,L 17-22,1,0,4,49,12.3,17,0,--,--,--,--,--,--,--, Dennis Pitta,2011
11,20-Nov,CIN,W 31-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2011
12,24-Nov,SF,W 16-6,1,0,2,19,9.5,11,1,--,--,--,--,--,--,--, Dennis Pitta,2011
13,4-Dec,@CLE,W 24-10,1,0,1,26,26,26,0,--,--,--,--,--,--,--, Dennis Pitta,2011
14,11-Dec,IND,W 24-10,1,0,3,29,9.7,16,1,--,--,--,--,--,--,--, Dennis Pitta,2011
15,18-Dec,@SD,L 14-34,1,0,3,25,8.3,11,0,--,--,--,--,--,--,--, Dennis Pitta,2011
16,24-Dec,CLE,W 20-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2011
17,1-Jan,@CIN,W 24-16,1,1,6,62,10.3,39,1,--,--,--,--,--,--,--, Dennis Pitta,2011
1,13-Sep,@NYJ,W 10-9,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
2,19-Sep,@CIN,L 10-15,1,0,1,1,1,1,0,--,--,--,--,--,--,--, Dennis Pitta,2010
3,26-Sep,CLE,W 24-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
4,3-Oct,@PIT,W 17-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
5,10-Oct,DEN,W 31-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
6,17-Oct,@NE,L 20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
7,24-Oct,BUF,W 37-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
8,Bye,,,,,,,,,,,,,,,,, Dennis Pitta,2010
9,7-Nov,MIA,W 26-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
10,11-Nov,@ATL,L 21-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
11,21-Nov,@CAR,W 37-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
12,28-Nov,TB,W 17-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
13,5-Dec,PIT,L 10-13,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Dennis Pitta,2010
14,13-Dec,@HOU,W 34-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
15,19-Dec,NO,W 30-24,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Dennis Pitta,2010
16,26-Dec,@CLE,W 20-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
17,2-Jan,CIN,W 13-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dennis Pitta,2010
1,4-Sep,@SEA,L 16-36,1,0,3,26,8.7,18,0,--,--,--,--,--,--,--, Andrew Quarless,2014
2,14-Sep,NYJ,W 31-24,1,0,1,8,8,8,0,--,--,--,--,--,--,--, Andrew Quarless,2014
3,21-Sep,@DET,L 7-19,1,0,4,43,10.8,18,1,--,--,--,--,--,--,--, Andrew Quarless,2014
4,28-Sep,@CHI,W 38-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2014
5,2-Oct,MIN,W 42-10,1,1,2,19,9.5,10,0,--,--,--,--,--,--,--, Andrew Quarless,2014
6,12-Oct,@MIA,W 27-24,1,1,2,11,5.5,7,1,--,--,--,--,--,--,--, Andrew Quarless,2014
7,19-Oct,CAR,W 38-17,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Andrew Quarless,2014
8,26-Oct,@NO,L 23-44,1,1,2,19,9.5,13,0,--,--,--,--,--,--,--, Andrew Quarless,2014
9,Bye,,,,,,,,,,,,,,,,, Andrew Quarless,2014
10,9-Nov,CHI,W 55-14,1,1,2,10,5,6,1,--,--,--,--,--,--,--, Andrew Quarless,2014
11,16-Nov,PHI,W 53-20,1,1,2,35,17.5,24,0,--,--,--,--,--,--,--, Andrew Quarless,2014
12,23-Nov,@MIN,W 24-21,1,0,2,50,25,34,0,--,--,--,--,--,--,--, Andrew Quarless,2014
13,30-Nov,NE,W 26-21,1,1,2,17,8.5,9,0,--,--,--,--,--,--,--, Andrew Quarless,2014
14,8-Dec,ATL,W 43-37,1,0,3,52,17.3,30,0,--,--,--,--,--,--,--, Andrew Quarless,2014
15,14-Dec,@BUF,L 13-21,1,1,1,7,7,7,0,--,--,--,--,--,--,--, Andrew Quarless,2014
16,21-Dec,@TB,W 20-3,1,1,2,17,8.5,16,0,--,--,--,--,--,--,--, Andrew Quarless,2014
17,28-Dec,DET,W 30-20,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Andrew Quarless,2014
1,8-Sep,@SF,L 28-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2013
2,15-Sep,WAS,W 38-20,1,1,1,7,7,7,0,--,--,--,--,--,--,--, Andrew Quarless,2013
3,22-Sep,@CIN,L 30-34,1,0,3,21,7,10,0,--,--,--,--,--,--,--, Andrew Quarless,2013
4,Bye,,,,,,,,,,,,,,,,, Andrew Quarless,2013
5,6-Oct,DET,W 22-9,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2013
6,13-Oct,@BAL,W 19-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2013
7,20-Oct,CLE,W 31-13,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Andrew Quarless,2013
8,27-Oct,@MIN,W 44-31,1,1,2,13,6.5,8,0,--,--,--,--,--,--,--, Andrew Quarless,2013
9,4-Nov,CHI,L 20-27,1,1,5,34,6.8,12,0,--,--,--,--,--,--,--, Andrew Quarless,2013
10,10-Nov,PHI,L 13-27,1,0,1,8,8,8,0,--,--,--,--,--,--,--, Andrew Quarless,2013
11,17-Nov,@NYG,L 13-27,1,1,2,18,9,19,0,--,--,--,--,--,--,--, Andrew Quarless,2013
12,24-Nov,MIN,T 26-26,1,1,2,22,11,13,0,--,--,--,--,--,--,--, Andrew Quarless,2013
13,28-Nov,@DET,L 10-40,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Andrew Quarless,2013
14,8-Dec,ATL,W 22-21,1,1,6,66,11,21,1,--,--,--,--,--,--,--, Andrew Quarless,2013
15,15-Dec,@DAL,W 37-36,1,1,6,66,11,22,1,--,--,--,--,--,--,--, Andrew Quarless,2013
16,22-Dec,PIT,L 31-38,1,1,1,19,19,19,0,--,--,--,--,--,--,--, Andrew Quarless,2013
17,29-Dec,@CHI,W 33-28,1,1,2,31,15.5,22,0,--,--,--,--,--,--,--, Andrew Quarless,2013
10,Bye,,,,,,,,,,,,,,,,, Andrew Quarless,2012
11,18-Nov,@DET,W 24-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2012
12,25-Nov,@NYG,L 10-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2012
1,8-Sep,NO,W 42-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
2,18-Sep,@CAR,W 30-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
3,25-Sep,@CHI,W 27-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
4,2-Oct,DEN,W 49-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
5,9-Oct,@ATL,W 25-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
6,16-Oct,STL,W 24-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
7,23-Oct,@MIN,W 33-27,1,0,1,21,21,21,0,--,--,--,--,--,--,--, Andrew Quarless,2011
8,Bye,,,,,,,,,,,,,,,,, Andrew Quarless,2011
9,6-Nov,@SD,W 45-38,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
10,14-Nov,MIN,W 45-7,1,0,1,8,8,8,0,--,--,--,--,--,--,--, Andrew Quarless,2011
11,20-Nov,TB,W 35-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2011
12,24-Nov,@DET,W 27-15,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Andrew Quarless,2011
13,4-Dec,@NYG,W 38-35,1,1,1,7,7,7,0,--,--,--,--,--,--,--, Andrew Quarless,2011
1,12-Sep,@PHI,W 27-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2010
2,19-Sep,BUF,W 34-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2010
3,27-Sep,@CHI,L 17-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Andrew Quarless,2010
4,3-Oct,DET,W 28-26,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2010
5,10-Oct,@WAS,L 13-16,1,0,4,51,12.8,21,0,--,--,--,--,--,--,--, Andrew Quarless,2010
6,17-Oct,MIA,L 20-23,1,0,1,23,23,23,0,--,--,--,--,--,--,--, Andrew Quarless,2010
7,24-Oct,MIN,W 28-24,1,0,2,16,8,9T,1,--,--,--,--,--,--,--, Andrew Quarless,2010
8,31-Oct,@NYJ,W 9-0,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Andrew Quarless,2010
9,7-Nov,DAL,W 45-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Andrew Quarless,2010
10,Bye,,,,,,,,,,,,,,,,, Andrew Quarless,2010
11,21-Nov,@MIN,W 31-3,1,0,1,14,14,14,0,--,--,--,--,--,--,--, Andrew Quarless,2010
12,28-Nov,@ATL,L 17-20,1,1,3,35,11.7,19,0,--,--,--,--,--,--,--, Andrew Quarless,2010
13,5-Dec,SF,W 34-16,1,0,1,4,4,4,0,--,--,--,--,--,--,--, Andrew Quarless,2010
14,12-Dec,@DET,L 3-7,1,1,5,62,12.4,20,0,--,--,--,--,--,1,1, Andrew Quarless,2010
15,19-Dec,@NE,L 27-31,1,0,2,12,6,10,0,--,--,--,--,--,--,--, Andrew Quarless,2010
16,26-Dec,NYG,W 45-17,1,0,1,16,16,16,0,--,--,--,--,--,--,--, Andrew Quarless,2010
17,2-Jan,CHI,W 10-3,1,0,1,5,5,5,0,--,--,--,--,--,--,--, Andrew Quarless,2010
1,7-Sep,@HOU,L 6-17,1,0,1,4,4,4,0,--,--,--,--,--,--,--, Jordan Reed,2014
2,14-Sep,JAC,W 41-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2014
3,21-Sep,@PHI,L 34-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2014
4,25-Sep,NYG,L 14-45,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2014
5,6-Oct,SEA,L 17-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2014
6,12-Oct,@ARI,L 20-30,1,0,8,92,11.5,20,0,--,--,--,--,--,--,--, Jordan Reed,2014
7,19-Oct,TEN,W 19-17,1,0,5,54,10.8,22,0,--,--,--,--,--,--,--, Jordan Reed,2014
8,27-Oct,@DAL,W 20-17,1,0,7,40,5.7,16,0,--,--,--,--,--,--,--, Jordan Reed,2014
9,2-Nov,@MIN,L 26-29,1,0,1,17,17,17,0,--,--,--,--,--,--,--, Jordan Reed,2014
10,Bye,,,,,,,,,,,,,,,,, Jordan Reed,2014
11,16-Nov,TB,L 7-27,1,1,2,22,11,12,0,--,--,--,--,--,--,--, Jordan Reed,2014
12,23-Nov,@SF,L 13-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2014
13,30-Nov,@IND,L 27-49,1,0,9,123,13.7,30,0,--,--,--,--,--,--,--, Jordan Reed,2014
14,7-Dec,STL,L 0-24,1,1,3,25,8.3,11,0,--,--,--,--,--,--,--, Jordan Reed,2014
15,14-Dec,@NYG,L 13-24,1,0,3,13,4.3,7,0,--,--,--,--,--,--,--, Jordan Reed,2014
16,20-Dec,PHI,W 27-24,1,0,2,5,2.5,4,0,--,--,--,--,--,--,--, Jordan Reed,2014
17,28-Dec,DAL,L 17-44,1,0,9,70,7.8,16,0,--,--,--,--,--,1,1, Jordan Reed,2014
1,9-Sep,PHI,L 27-33,1,0,5,38,7.6,11,0,--,--,--,--,--,--,--, Jordan Reed,2013
2,15-Sep,@GB,L 20-38,1,0,3,18,6,11,1,--,--,--,--,--,--,--, Jordan Reed,2013
3,22-Sep,DET,L 20-27,1,0,5,50,10,12,0,--,--,--,--,--,--,--, Jordan Reed,2013
4,29-Sep,@OAK,W 24-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2013
5,Bye,,,,,,,,,,,,,,,,, Jordan Reed,2013
6,13-Oct,@DAL,L 16-31,1,0,4,58,14.5,29,0,--,--,--,--,--,--,--, Jordan Reed,2013
7,20-Oct,CHI,W 45-41,1,0,9,134,14.9,38,1,--,--,--,--,--,--,--, Jordan Reed,2013
8,27-Oct,@DEN,L 21-45,1,1,8,90,11.3,17,0,--,--,--,--,--,--,--, Jordan Reed,2013
9,3-Nov,SD,W 30-24,1,1,4,37,9.3,14,0,1,18,18,18,0,--,--, Jordan Reed,2013
10,7-Nov,@MIN,L 27-34,1,1,6,62,10.3,17,1,--,--,--,--,--,--,--, Jordan Reed,2013
11,17-Nov,@PHI,L 16-24,1,1,1,12,12,12,0,--,--,--,--,--,--,--, Jordan Reed,2013
12,25-Nov,SF,L 6-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2013
13,1-Dec,NYG,L 17-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2013
14,8-Dec,KC,L 10-45,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2013
15,15-Dec,@ATL,L 26-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jordan Reed,2013
1,8-Sep,KC,L 2-28,1,1,3,31,10.3,16,0,--,--,--,--,--,--,--, Allen Reisner,2013
2,15-Sep,@OAK,L 9-19,1,1,2,9,4.5,5,0,--,--,--,--,--,--,--, Allen Reisner,2013
3,22-Sep,@SEA,L 17-45,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Allen Reisner,2013
4,29-Sep,IND,L 3-37,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Allen Reisner,2013
5,6-Oct,@STL,L 20-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2013
15,15-Dec,BUF,L 20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2013
16,22-Dec,TEN,L 16-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2013
17,29-Dec,@IND,L 10-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2013
1,9-Sep,JAC,W 26-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
2,16-Sep,@IND,L 20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
3,23-Sep,SF,W 24-13,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Allen Reisner,2012
9,4-Nov,@SEA,L 20-30,1,0,1,13,13,13,0,--,--,--,--,--,--,--, Allen Reisner,2012
10,11-Nov,DET,W 34-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
11,Bye,,,,,,,,,,,,,,,,, Allen Reisner,2012
12,25-Nov,@CHI,L 10-28,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
13,2-Dec,@GB,L 14-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
14,9-Dec,CHI,W 21-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
15,16-Dec,@STL,W 36-22,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
17,30-Dec,@TEN,L 20-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2012
1,11-Sep,@SD,L 17-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
2,18-Sep,TB,L 20-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
3,25-Sep,DET,L 23-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
4,2-Oct,@KC,L 17-22,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
12,27-Nov,@ATL,L 14-24,1,0,1,5,5,5,0,--,--,--,--,--,--,--, Allen Reisner,2011
13,4-Dec,DEN,L 32-35,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
14,11-Dec,@DET,L 28-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
15,18-Dec,NO,L 20-42,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
16,24-Dec,@WAS,W 33-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Allen Reisner,2011
1,8-Sep,TB,W 18-17,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Konrad Reuland,2014
2,12-Sep,@NE,L 10-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
3,22-Sep,BUF,W 27-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
4,29-Sep,@TEN,L 13-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
5,7-Oct,@ATL,W 30-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
6,13-Oct,PIT,L 6-19,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Konrad Reuland,2014
7,20-Oct,NE,W 30-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
8,27-Oct,@CIN,L 9-49,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
9,3-Nov,NO,W 26-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
10,Bye,,,,,,,,,,,,,,,,, Konrad Reuland,2014
11,17-Nov,@BUF,L 14-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2014
1,8-Sep,TB,W 18-17,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Konrad Reuland,2013
2,12-Sep,@NE,L 10-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
3,22-Sep,BUF,W 27-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
4,29-Sep,@TEN,L 13-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
5,7-Oct,@ATL,W 30-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
6,13-Oct,PIT,L 6-19,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Konrad Reuland,2013
7,20-Oct,NE,W 30-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
8,27-Oct,@CIN,L 9-49,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
9,3-Nov,NO,W 26-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
10,Bye,,,,,,,,,,,,,,,,, Konrad Reuland,2013
11,17-Nov,@BUF,L 14-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Konrad Reuland,2013
