WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
1,09/11,PHI,L13-31,1,0,0,49,3,2,66.7,1,1,100.0,0,4,70.5,2,2,18.0,Josh Brown,2011
2,09/19,@NYG,L16-28,1,0,0,27,3,3,100.0,1,1,100.0,0,5,70.8,3,2,25.5,Josh Brown,2011
3,09/25,BAL,L7-37,1,0,0,0,0,0,--,1,1,100.0,0,2,74.0,0,2,30.0,Josh Brown,2011
4,10/02,WAS,L10-17,1,0,0,32,1,1,100.0,1,1,100.0,0,3,68.7,1,2,17.5,Josh Brown,2011
5,Bye,,,,,,,,,,,,,,,,,,,Josh Brown,2011
6,10/16,@GB,L3-24,1,0,0,36,2,1,50.0,0,0,--,0,2,53.5,0,2,13.5,Josh Brown,2011
7,10/23,@DAL,L7-34,1,0,0,0,0,0,--,1,1,100.0,0,2,73.5,2,0,--,Josh Brown,2011
8,10/30,NO,W31-21,1,0,0,38,1,1,100.0,4,4,100.0,0,6,66.8,1,5,24.2,Josh Brown,2011
9,11/06,@ARI,L13-19,1,0,1,48,4,3,75.0,0,0,--,0,3,68.3,0,3,24.3,Josh Brown,2011
10,11/13,@CLE,W13-12,1,0,0,34,2,2,100.0,1,1,100.0,0,4,65.3,2,1,27.0,Josh Brown,2011
11,11/20,SEA,L7-24,1,0,0,0,0,0,--,1,1,100.0,0,2,72.0,1,1,21.0,Josh Brown,2011
12,11/27,ARI,L20-23,1,0,0,48,3,2,66.7,2,2,100.0,0,5,65.8,1,4,24.3,Josh Brown,2011
13,12/04,@SF,L0-26,1,0,--,--,--,--,--,--,--,--,--,1,69.0,0,1,31.0,Josh Brown,2011
14,12/12,@SEA,L13-30,1,0,0,46,2,2,100.0,1,1,100.0,0,4,52.0,0,3,39.0,Josh Brown,2011
15,12/18,CIN,L13-20,1,0,0,43,3,2,66.7,1,1,100.0,0,4,60.8,0,4,25.3,Josh Brown,2011
16,12/24,@PIT,L0-27,1,0,0,0,2,0,0.0,0,0,--,0,1,68.0,0,1,30.0,Josh Brown,2011
17,01/01,SF,L27-34,1,0,0,49,2,2,100.0,3,3,100.0,0,6,60.8,2,3,25.0,Josh Brown,2011
1,09/12,ARI,L13-17,1,0,1,46,3,2,66.7,1,1,100.0,0,3,72.3,0,3,27.3,Josh Brown,2010
2,09/19,@OAK,L14-16,1,0,0,0,1,0,0.0,2,2,100.0,0,3,71.0,0,3,20.3,Josh Brown,2010
3,09/26,WAS,W30-16,1,0,1,37,4,3,75.0,3,3,100.0,0,7,71.4,1,6,28.3,Josh Brown,2010
4,10/03,SEA,W20-3,1,0,0,31,2,2,100.0,2,2,100.0,0,4,63.3,0,4,23.0,Josh Brown,2010
5,10/10,@DET,L6-44,1,0,0,28,2,2,100.0,0,0,--,0,3,54.3,1,1,105.0,Josh Brown,2010
6,10/17,SD,W20-17,1,0,0,48,2,2,100.0,2,2,100.0,0,5,67.6,0,5,23.0,Josh Brown,2010
7,10/24,@TB,L17-18,1,0,0,25,1,1,100.0,2,2,100.0,0,4,67.3,0,4,26.8,Josh Brown,2010
8,10/31,CAR,W20-10,1,0,0,41,3,2,66.7,2,2,100.0,0,5,68.6,0,5,21.4,Josh Brown,2010
9,Bye,,,,,,,,,,,,,,,,,,,Josh Brown,2010
10,11/14,@SF,L20-23,1,0,0,42,2,2,100.0,2,2,100.0,0,4,67.0,0,3,14.0,Josh Brown,2010
11,11/21,ATL,L17-34,1,0,0,53,1,1,100.0,2,2,100.0,0,4,68.5,0,4,30.0,Josh Brown,2010
12,11/28,@DEN,W36-33,1,0,0,37,4,3,75.0,3,4,75.0,0,8,68.3,3,5,19.6,Josh Brown,2010
13,12/05,@ARI,W19-6,1,0,0,52,4,4,100.0,1,1,100.0,0,6,69.8,0,6,24.3,Josh Brown,2010
14,12/12,@NO,L13-31,1,0,0,45,3,2,66.7,1,1,100.0,0,4,56.0,0,3,23.0,Josh Brown,2010
15,12/19,KC,L13-27,1,0,0,52,2,2,100.0,1,1,100.0,0,4,65.8,0,4,15.5,Josh Brown,2010
16,12/26,SF,W25-17,1,0,0,43,3,3,100.0,2,2,100.0,0,6,64.8,0,6,16.7,Josh Brown,2010
17,01/02,@SEA,L6-16,1,0,0,32,2,2,100.0,0,0,--,0,3,62.3,0,3,20.7,Josh Brown,2010
1,09/14,PHI,W26-24,1,0,0,47,4,4,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2015
2,09/20,@NYG,W24-20,1,0,0,42,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2015
3,09/27,@DAL,W39-28,1,0,0,32,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2015
4,10/04,HOU,W48-21,1,0,0,0,0,0,--,6,6,100.0,0,--,--,--,--,--,Matt Bryant,2015
5,10/11,WAS,W25-19,1,0,0,42,4,2,50.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2015
6,10/15,@NO,L21-31,1,0,0,0,0,0,--,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2015
7,10/25,@TEN,W10-7,1,0,0,27,2,1,50.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2015
8,11/01,TB,L20-23,1,0,0,24,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2015
9,11/08,@SF,L16-17,1,0,0,44,3,3,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2015
10,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2015
11,11/22,IND,L21-24,1,0,0,0,1,0,0.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2015
12,11/29,MIN,L10-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Matt Bryant,2015
13,12/06,@TB,L19-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Matt Bryant,2015
1,09/07,NO,W37-34,1,0,0,52,3,3,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2014
2,09/14,@CIN,L10-24,1,0,0,46,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2014
3,09/18,TB,W56-14,1,0,0,0,1,0,0.0,8,8,100.0,0,--,--,--,--,--,Matt Bryant,2014
4,09/28,@MIN,L28-41,1,0,0,0,0,0,--,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2014
5,10/05,@NYG,L20-30,1,0,0,20,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2014
6,10/12,CHI,L13-27,1,0,0,54,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2014
7,10/19,@BAL,L7-29,1,0,0,0,1,0,0.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2014
8,10/26,DET,L21-22,1,0,0,0,0,0,--,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2014
9,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2014
10,11/09,@TB,W27-17,1,0,0,44,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2014
11,11/16,@CAR,W19-17,1,0,0,44,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2014
12,11/23,CLE,L24-26,1,0,0,53,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2014
13,11/30,ARI,W29-18,1,0,0,45,5,5,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2014
14,12/08,@GB,L37-43,1,0,1,50,2,1,50.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2014
15,12/14,PIT,L20-27,1,0,0,28,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2014
16,12/21,@NO,W30-14,1,0,0,50,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2014
17,12/28,CAR,L3-34,1,0,0,21,1,1,100.0,0,0,--,0,--,--,--,--,--,Matt Bryant,2014
1,09/08,@NO,L17-23,1,0,0,23,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2013
2,09/15,STL,W31-24,1,0,0,38,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2013
3,09/22,@MIA,L23-27,1,0,0,52,4,3,75.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2013
4,09/29,NE,L23-30,1,0,0,45,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2013
5,10/07,NYJ,L28-30,1,0,0,0,0,0,--,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2013
6,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2013
7,10/20,TB,W31-23,1,0,0,23,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2013
8,10/27,@ARI,L13-27,1,0,0,30,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2013
9,11/03,@CAR,L10-34,1,0,0,28,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2013
10,11/10,SEA,L10-33,1,0,0,53,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2013
11,11/17,@TB,L28-41,1,0,0,49,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2013
12,11/21,NO,L13-17,1,0,0,39,3,2,66.7,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2013
13,12/01,@BUF,W34-31,1,0,0,49,2,2,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2013
14,12/08,@GB,L21-22,1,0,0,0,1,0,0.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2013
15,12/15,WAS,W27-26,1,0,0,51,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2013
16,12/23,@SF,L24-34,1,0,0,35,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2013
17,12/29,CAR,L20-21,1,0,0,42,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2013
1,09/09,@KC,W40-24,1,0,0,41,4,4,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2012
2,09/17,DEN,W27-21,1,0,0,42,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
3,09/23,@SD,W27-3,1,0,0,0,0,0,--,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
4,09/30,CAR,W30-28,1,0,0,41,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
5,10/07,@WAS,W24-17,1,0,0,53,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
6,10/14,OAK,W23-20,1,0,0,55,4,3,75.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2012
7,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2012
8,10/28,@PHI,W30-17,1,0,0,43,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
9,11/04,DAL,W19-13,1,0,0,46,6,4,66.7,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2012
10,11/11,@NO,L27-31,1,0,0,37,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
11,11/18,ARI,W23-19,1,0,0,51,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2012
12,11/25,@TB,W24-23,1,0,0,31,3,1,33.3,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2012
13,11/29,NO,W23-13,1,0,0,55,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2012
14,12/09,@CAR,L20-30,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2012
15,12/16,NYG,W34-0,1,0,0,38,2,2,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2012
16,12/22,@DET,W31-18,1,0,0,20,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2012
17,12/30,TB,L17-22,1,0,0,28,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2012
1,09/11,@CHI,L12-30,1,0,0,48,2,2,100.0,0,0,--,0,--,--,--,--,--,Matt Bryant,2011
2,09/18,PHI,W35-31,1,0,0,0,0,0,--,5,5,100.0,0,--,--,--,--,--,Matt Bryant,2011
3,09/25,@TB,L13-16,1,0,0,33,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2011
4,10/02,@SEA,W30-28,1,0,0,50,3,3,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2011
5,10/09,GB,L14-25,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2011
6,10/16,CAR,W31-17,1,0,0,24,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2011
7,10/23,@DET,W23-16,1,0,0,47,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2011
8,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2011
9,11/06,@IND,W31-7,1,0,0,20,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2011
10,11/13,NO,L23-26,1,0,0,36,4,3,75.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2011
11,11/20,TEN,W23-17,1,0,0,33,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2011
12,11/27,MIN,W24-14,1,0,0,37,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2011
13,12/04,@HOU,L10-17,1,0,0,19,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2011
14,12/11,@CAR,W31-23,1,0,0,30,2,1,50.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2011
15,12/15,JAC,W41-14,1,0,0,33,2,2,100.0,5,5,100.0,0,--,--,--,--,--,Matt Bryant,2011
16,12/26,@NO,L16-45,1,0,0,51,3,3,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2011
17,01/01,TB,W45-24,1,0,0,20,1,1,100.0,6,6,100.0,0,--,--,--,--,--,Matt Bryant,2011
1,09/12,@PIT,L9-15,1,0,0,49,4,3,75.0,0,0,--,0,--,--,--,--,--,Matt Bryant,2010
2,09/19,ARI,W41-7,1,0,0,35,2,2,100.0,5,5,100.0,0,--,--,--,--,--,Matt Bryant,2010
3,09/26,@NO,W27-24,1,0,0,46,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2010
4,10/03,SF,W16-14,1,0,0,43,3,3,100.0,1,1,100.0,0,--,--,--,--,--,Matt Bryant,2010
5,10/10,@CLE,W20-10,1,0,1,30,3,2,66.7,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
6,10/17,@PHI,L17-31,1,0,0,26,2,1,50.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
7,10/24,CIN,W39-32,1,0,0,45,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2010
8,Bye,,,,,,,,,,,,,,,,,,,Matt Bryant,2010
9,11/07,TB,W27-21,1,0,0,41,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Matt Bryant,2010
10,11/11,BAL,W26-21,1,0,0,51,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
11,11/21,@STL,W34-17,1,0,0,42,4,4,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
12,11/28,GB,W20-17,1,0,0,47,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
13,12/05,@TB,W28-24,1,0,0,0,0,0,--,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2010
14,12/12,@CAR,W31-10,1,0,0,39,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2010
15,12/19,@SEA,W34-18,1,0,0,27,2,2,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2010
16,12/27,NO,L14-17,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Matt Bryant,2010
17,01/02,CAR,W31-10,1,0,0,47,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Matt Bryant,2010
1,09/13,KC,L20-27,1,0,0,47,2,2,100.0,0,1,0.0,0,5,56.0,3,1,30.0,Randy Bullock,2015
2,09/20,@CAR,L17-24,1,0,0,43,1,1,100.0,2,2,100.0,0,4,66.0,3,1,33.0,Randy Bullock,2015
3,09/27,TB,W19-9,1,0,0,39,3,2,66.7,1,2,50.0,0,5,66.2,4,1,27.0,Randy Bullock,2015
10,11/12,BUF,L17-22,1,0,0,29,1,1,100.0,2,2,100.0,0,4,65.5,3,1,22.0,Randy Bullock,2015
11,11/22,@HOU,L17-24,1,0,0,40,1,1,100.0,2,2,100.0,0,4,65.0,4,0,--,Randy Bullock,2015
12,11/29,MIA,W38-20,1,0,0,41,1,1,100.0,5,5,100.0,0,7,67.3,2,4,23.0,Randy Bullock,2015
13,12/06,@NYG,W23-20,1,0,0,31,3,3,100.0,2,2,100.0,0,6,65.3,2,4,26.0,Randy Bullock,2015
14,12/13,TEN,W30-8,1,0,0,47,4,3,75.0,3,3,100.0,0,7,64.4,4,3,15.7,Randy Bullock,2015
15,12/19,@DAL,W19-16,1,0,0,40,3,2,66.7,1,2,50.0,0,5,68.8,0,5,26.2,Randy Bullock,2015
16,12/27,NE,W26-20,1,0,0,49,2,2,100.0,2,2,100.0,0,5,66.4,3,2,23.5,Randy Bullock,2015
17,01/03,@BUF,L17-22,1,0,0,39,2,1,50.0,2,2,100.0,0,4,67.3,2,2,26.0,Randy Bullock,2015
1,09/07,WAS,W17-6,1,0,0,42,1,1,100.0,2,2,100.0,0,4,68.3,2,2,28.0,Randy Bullock,2014
2,09/14,@OAK,W30-14,1,0,1,46,4,3,75.0,3,3,100.0,0,7,68.3,3,4,25.8,Randy Bullock,2014
3,09/21,@NYG,L17-30,1,0,0,27,1,1,100.0,2,2,100.0,0,4,53.3,2,1,17.0,Randy Bullock,2014
4,09/28,BUF,W23-17,1,0,0,55,3,3,100.0,2,2,100.0,0,6,67.7,3,3,27.3,Randy Bullock,2014
5,10/05,@DAL,L17-20,1,0,0,29,1,1,100.0,2,2,100.0,0,4,68.5,2,2,26.5,Randy Bullock,2014
6,10/09,IND,L28-33,1,0,0,0,1,0,0.0,4,4,100.0,0,5,67.4,2,3,26.3,Randy Bullock,2014
7,10/20,@PIT,L23-30,1,0,0,39,3,3,100.0,2,2,100.0,0,6,55.5,2,3,15.0,Randy Bullock,2014
8,10/26,@TEN,W30-16,1,0,0,49,3,3,100.0,3,3,100.0,0,7,65.3,4,3,25.7,Randy Bullock,2014
9,11/02,PHI,L21-31,1,0,0,0,1,0,0.0,3,3,100.0,0,4,64.8,2,2,20.5,Randy Bullock,2014
10,Bye,,,,,,,,,,,,,,,,,,,Randy Bullock,2014
11,11/16,@CLE,W23-7,1,0,0,50,4,3,75.0,2,2,100.0,0,6,64.7,1,5,22.0,Randy Bullock,2014
12,11/23,CIN,L13-22,1,0,0,36,2,2,100.0,1,1,100.0,0,4,68.3,1,3,28.0,Randy Bullock,2014
13,11/30,TEN,W45-21,1,0,1,37,2,1,50.0,6,6,100.0,0,8,65.8,6,2,35.5,Randy Bullock,2014
14,12/07,@JAC,W27-13,1,0,0,44,2,2,100.0,3,3,100.0,0,6,64.8,2,4,27.8,Randy Bullock,2014
15,12/14,@IND,L10-17,1,0,0,53,1,1,100.0,1,1,100.0,0,3,70.7,1,2,30.0,Randy Bullock,2014
16,12/21,BAL,W25-13,1,0,0,39,6,6,100.0,1,1,100.0,0,8,67.9,4,4,30.5,Randy Bullock,2014
17,12/28,JAC,W23-17,1,0,0,0,0,0,--,3,3,100.0,0,4,66.3,3,1,33.0,Randy Bullock,2014
1,09/09,@SD,W31-28,1,0,0,41,2,1,50.0,4,4,100.0,0,5,67.6,4,1,42.0,Randy Bullock,2013
2,09/15,TEN,W30-24,1,0,0,0,3,0,0.0,2,2,100.0,0,4,69.5,4,0,--,Randy Bullock,2013
3,09/22,@BAL,L9-30,1,0,0,47,3,3,100.0,0,0,--,0,3,72.3,1,2,26.5,Randy Bullock,2013
4,09/29,SEA,L20-23,1,0,0,42,2,2,100.0,2,2,100.0,0,5,63.4,2,3,18.3,Randy Bullock,2013
5,10/06,@SF,L3-34,1,0,0,41,2,1,50.0,0,0,--,0,2,67.0,1,1,29.0,Randy Bullock,2013
6,10/13,STL,L13-38,1,0,0,35,2,2,100.0,1,1,100.0,0,4,65.8,1,3,21.3,Randy Bullock,2013
7,10/20,@KC,L16-17,1,0,0,48,3,3,100.0,1,1,100.0,0,5,68.2,1,4,30.8,Randy Bullock,2013
8,Bye,,,,,,,,,,,,,,,,,,,Randy Bullock,2013
9,11/03,IND,L24-27,1,0,0,43,4,1,25.0,3,3,100.0,0,5,69.6,2,3,32.0,Randy Bullock,2013
10,11/10,@ARI,L24-27,1,0,1,48,2,1,50.0,3,3,100.0,0,5,67.4,3,2,19.0,Randy Bullock,2013
11,11/17,OAK,L23-28,1,0,0,51,3,3,100.0,2,2,100.0,0,6,70.8,3,3,25.7,Randy Bullock,2013
12,11/24,JAC,L6-13,1,0,0,49,2,2,100.0,0,0,--,0,3,69.0,2,1,27.0,Randy Bullock,2013
13,12/01,NE,L31-34,1,0,0,43,1,1,100.0,4,4,100.0,0,6,64.8,0,6,24.8,Randy Bullock,2013
14,12/05,@JAC,L20-27,1,0,0,34,2,2,100.0,2,2,100.0,0,5,63.8,3,2,24.0,Randy Bullock,2013
15,12/15,@IND,L3-25,1,0,0,49,1,1,100.0,0,0,--,0,2,62.0,1,1,28.0,Randy Bullock,2013
16,12/22,DEN,L13-37,1,0,0,45,2,2,100.0,1,1,100.0,0,4,64.8,0,4,24.8,Randy Bullock,2013
17,12/29,@TEN,L10-16,1,0,0,19,1,1,100.0,1,1,100.0,0,3,67.7,1,2,27.0,Randy Bullock,2013
1,09/13,IND,W27-14,1,0,0,45,2,2,100.0,3,3,100.0,0,--,--,--,--,--,Dan Carpenter,2015
2,09/20,NE,L32-40,1,0,0,0,0,0,--,2,3,66.7,0,--,--,--,--,--,Dan Carpenter,2015
3,09/27,@MIA,W41-14,1,0,0,51,3,2,66.7,5,5,100.0,0,--,--,--,--,--,Dan Carpenter,2015
4,10/04,NYG,L10-24,1,0,0,51,2,1,50.0,1,1,100.0,0,--,--,--,--,--,Dan Carpenter,2015
5,10/11,@TEN,W14-13,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2015
6,10/18,CIN,L21-34,1,0,0,0,0,0,--,3,3,100.0,0,4,53.3,0,4,21.0,Dan Carpenter,2015
7,10/25,@JAC,L31-34,1,0,0,38,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2015
8,Bye,,,,,,,,,,,,,,,,,,,Dan Carpenter,2015
9,11/08,MIA,W33-17,1,0,0,43,1,1,100.0,4,4,100.0,0,--,--,--,--,--,Dan Carpenter,2015
10,11/12,@NYJ,W22-17,1,0,0,47,3,3,100.0,1,2,50.0,0,--,--,--,--,--,Dan Carpenter,2015
11,11/23,@NE,L13-20,1,0,0,52,3,2,66.7,1,1,100.0,0,--,--,--,--,--,Dan Carpenter,2015
12,11/29,@KC,L22-30,1,0,0,27,1,1,100.0,1,2,50.0,0,--,--,--,--,--,Dan Carpenter,2015
13,12/06,HOU,W30-21,1,0,0,36,2,1,50.0,3,4,75.0,0,--,--,--,--,--,Dan Carpenter,2015
14,12/13,@PHI,L20-23,1,0,0,40,2,2,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2015
15,12/20,@WAS,L25-35,1,0,0,32,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2015
16,12/27,DAL,W16-6,1,0,0,32,1,1,100.0,1,2,50.0,0,--,--,--,--,--,Dan Carpenter,2015
17,01/03,NYJ,W22-17,1,0,0,42,3,3,100.0,1,2,50.0,0,--,--,--,--,--,Dan Carpenter,2015
1,09/07,@CHI,W23-20,1,0,0,50,3,3,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
2,09/14,MIA,W29-10,1,0,0,38,6,5,83.3,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
3,09/21,SD,L10-22,1,0,0,45,1,1,100.0,1,1,100.0,0,--,--,--,--,--,Dan Carpenter,2014
4,09/28,@HOU,L17-23,1,0,0,31,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
5,10/05,@DET,W17-14,1,0,0,58,4,3,75.0,0,0,--,0,--,--,--,--,--,Dan Carpenter,2014
6,10/12,NE,L22-37,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
7,10/19,MIN,W17-16,1,0,0,31,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
8,10/26,@NYJ,W43-23,1,0,0,53,3,3,100.0,4,5,80.0,0,--,--,--,--,--,Dan Carpenter,2014
9,Bye,,,,,,,,,,,,,,,,,,,Dan Carpenter,2014
10,11/09,KC,L13-17,1,0,0,26,2,2,100.0,1,1,100.0,0,--,--,--,--,--,Dan Carpenter,2014
11,11/13,@MIA,L9-22,1,0,0,46,4,3,75.0,0,0,--,0,--,--,--,--,--,Dan Carpenter,2014
12,11/24,NYJ,W38-3,1,0,0,53,1,1,100.0,5,5,100.0,0,--,--,--,--,--,Dan Carpenter,2014
13,11/30,CLE,W26-10,1,0,1,49,5,4,80.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
14,12/07,@DEN,L17-24,1,0,0,44,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
15,12/14,GB,W21-13,1,0,0,51,4,4,100.0,1,1,100.0,0,--,--,--,--,--,Dan Carpenter,2014
16,12/21,@OAK,L24-26,1,0,0,54,1,1,100.0,3,3,100.0,0,--,--,--,--,--,Dan Carpenter,2014
17,12/28,@NE,W17-9,1,0,0,48,1,1,100.0,2,2,100.0,0,--,--,--,--,--,Dan Carpenter,2014
1,09/08,NE,L21-23,1,0,0,0,0,0,--,3,3,100.0,0,4,64.8,2,2,17.5,Dan Carpenter,2013
2,09/15,CAR,W24-23,1,0,0,55,4,3,75.0,1,1,100.0,0,6,62.3,2,4,20.0,Dan Carpenter,2013
3,09/22,@NYJ,L20-27,1,0,0,43,4,4,100.0,0,0,--,0,6,66.3,3,3,17.7,Dan Carpenter,2013
4,09/29,BAL,W23-20,1,0,0,27,3,3,100.0,2,2,100.0,0,6,66.7,3,3,24.3,Dan Carpenter,2013
5,10/03,@CLE,L24-37,1,0,0,52,1,1,100.0,3,3,100.0,0,5,68.0,2,3,14.7,Dan Carpenter,2013
6,10/13,CIN,L24-27,1,0,0,51,1,1,100.0,3,3,100.0,0,6,67.8,2,4,25.8,Dan Carpenter,2013
7,10/20,@MIA,W23-21,1,0,0,39,3,3,100.0,2,2,100.0,0,6,70.0,4,2,29.5,Dan Carpenter,2013
8,10/27,@NO,L17-35,1,0,0,37,2,1,50.0,2,2,100.0,0,4,66.3,2,2,25.5,Dan Carpenter,2013
9,11/03,KC,L13-23,1,0,0,30,2,2,100.0,1,1,100.0,0,4,61.3,0,4,21.0,Dan Carpenter,2013
10,11/10,@PIT,L10-23,1,0,0,20,1,1,100.0,1,1,100.0,0,3,58.3,2,1,1.0,Dan Carpenter,2013
11,11/17,NYJ,W37-14,1,0,0,43,3,3,100.0,4,4,100.0,0,8,65.6,3,5,23.0,Dan Carpenter,2013
12,Bye,,,,,,,,,,,,,,,,,,,Dan Carpenter,2013
13,12/01,ATL,L31-34,1,0,0,29,1,1,100.0,4,4,100.0,0,6,65.8,2,4,28.8,Dan Carpenter,2013
